0,417649077038,64260
1,51371830642,41130
2,68169777566,167840
3,76377694806,56290
4,26148582480,262320
5,14555830421,45130
6,7580932313,106190
7,69593259095,195960
8,101032015994,260750
9,20887415245,303710
10,3973080154,124520
11,7452865834,49120
12,78892903511,236930
13,66659112909,188050
14,37747069575,52710
15,90516821647,215590
16,61738234641,60440
17,159975109331,162440
18,19078916407,50390
19,939850333196,74690
20,23827630075,268850
21,83179436878,224000
22,58551585993,168750
23,101329630183,198290
24,8565201726,109330
25,58640764312,54280
26,11571487651,127200
27,14827876114,48150
28,70192175784,263570
29,109222614569,63300
30,3538231216280,25520
31,4249518296,115600
32,17115117207,88810
33,141984998920,39970
34,80093839978,57320
35,754014931568,17000
36,5629499534,1500000
37,17474636871,293340
38,22530082085,288800
39,13186779129,45310
40,43912621423,190710
41,102661377499,245440
42,60012740555,168840
43,12684960219,184360
44,40229482910,57720
45,34080429098,59260
46,35050372225,52330
47,26965644095,301470
48,14872416758,48320
49,58966109575,54240
50,10647207737,99800
51,1956900771001,73140
52,169815389674,36800
53,17001176225,47190
54,68906195096,288230
55,22198463851,388460
56,36458812840,345040
57,3191175964604,69890
58,92331299311,267410
59,71349955913,58960
60,122014218611,237500
61,34003385100,55160
62,7429825174,48780
63,28529356978,265740
64,5061646133,87000
65,81214862415,39590
66,21536018540,242430
67,418946144471,75950
68,33181020437,44590
69,270241318674,75590
70,48866210574,255960
71,1654028891696,66740
72,193370237703,36300
73,45078745077,171200
74,151776317045,202220
75,52680040834,227970
76,28452792952,179470
77,25566152720,45490
78,60527703590,240800
79,21949985744,195690
80,67292618438,59530
81,34425543664,397440
82,54219552895,53840
83,11109028856,96320
84,14156465413,91510
85,56717880580,195670
86,2511596714788,68000
87,16387944265,89370
88,23699920464,408110
89,60999354181,178000
90,10208106165,140600
91,116600148839,233510
92,85053817953,192480
93,74765089021,61500
94,149203516795,159860
95,105119906516,250400
96,151337837087,145660
97,9792103206,85510
98,50007370682,329850
99,41330649700,249660
100,1534354591718,19010
101,141838777260,154060
102,71741931745,61400
103,70885322634,180150
104,54968906457,43000
105,126474863894,197310
106,10288492633,134740
107,154557885462,203090
108,1494662336121,73680
109,8892390231,91790
