0,275505793838,9170
1,356057245853,7560
2,332986191480,8390
3,406446034731,60270
4,314414970796,13910
5,41727139071,3580
6,79389749634,3820
7,93579615426,2880
8,125916301724,3020
9,77480596215,4130
10,4636646024,138480
11,81949828141,3220
12,140690214236,5010
13,130002618697,194500
14,193719669647,10540
15,197291369624,2760
16,52490540124,4710
17,68768637085,2830
18,96347272707,6070
19,85121925764,4490
20,297784432965,1570
21,67535193286,3310
22,58187091453,5170
23,263526957471,7790
24,221752565144,7940
25,134728478719,4830
26,52450049725,3390
27,44758797884,3810
28,68834245721,360660
29,201977475992,56730
30,51118059333,3110
31,237073106368,6110
32,49030532764,2980
33,382454198058,16860
34,39960163184,3450
35,202929599977,10560
36,64573069011,5050
37,39502034293,5250
38,41845299825,3460
39,42867063696,3060
40,44308388564,3360
41,34928429213,4410
42,43006850178,5340
43,56192095619,5510
44,104632529601,5950
45,6419714975,125600
46,171364204110,8240
47,121563629758,245380
48,49048306724,4070
49,483957427952,7370
50,234305286942,7360
51,429205469517,17010
52,72733845602,5760
53,38762548412,5670
54,344623452667,9700
55,492591577432,6590
56,185864651607,179890
57,49487498414,3770
58,148476740889,10480
59,58356265130,4870
60,1146802333950,1440
61,178297502209,9240
62,40049869432,4280
63,184806714721,5870
64,96387441444,4000
65,60525539370,5350
66,53324382536,5300
67,71339590294,5270
68,65861441888,4980
69,152419697063,4570
70,64922330801,5360
71,358463818222,58070
72,39278896598,3210
73,82153068379,191450
74,75978680279,4370
75,167247218193,7480
76,126906553898,2590
77,113456604068,209880
78,48542307772,3680
79,79881743921,4160
80,64573069011,5050
81,72733845602,5760
82,311067385096,7970
83,208378435337,6680
84,50358579906,4760
85,240405769175,25110
86,177338933557,18980
87,39278896598,3210
88,56525522922,2750
89,81100812440,5090
90,15336981341,223900
91,92465120485,5610
92,66245784000,3980
93,35683766338,5290
94,202835162941,6840
95,40059188347,313210
96,74821778911,3880
97,133969733085,4920
98,43596385246,399770
99,286582761226,2180
100,39444020760,3290
101,53129310715,3340
102,200554297227,12550
103,41875191917,4250
104,78722749170,266630
105,578278380621,1560
106,191679075442,2580
107,105110107517,4170
108,157022314136,2390
109,58187091453,5170
110,157695097858,2530
111,173262978233,5880
112,97972989104,4050
113,74692264729,6010
114,69507821930,4900
115,108017508026,6460
116,34928429213,4410
117,132761746070,6400
118,286019308273,61910
119,69628046295,4600
120,59836376865,4850
121,70224900033,4060
122,133138139165,6160
123,51927361837,3000
124,56063516410,3940
125,478682448110,6320
126,57396095504,4560
